"id","admin_1","admin_2","admin_3","household_code","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
1961,"A","E","E","A-E-A-1961",4,2020-02-08,2020-02-08,"user_1","user_1"
1962,"A","F","F","A-F-A-1962",5,2020-08-06,2020-08-06,"user_1","user_1"
1963,"A","A","G","A-A-A-1963",6,2021-02-02,2021-02-02,"user_1","user_1"
1964,"A","B","H","A-B-A-1964",5,2020-08-06,2020-08-06,"user_1","user_1"
1965,"A","C","I","A-C-A-1965",3,2019-08-12,2019-08-12,"user_1","user_1"
1966,"A","D","J","A-D-A-1966",3,2019-08-12,2019-08-12,"user_1","user_1"
1967,"A","E","K","A-E-A-1967",4,2020-02-08,2020-02-08,"user_1","user_1"
1968,"A","F","L","A-F-A-1968",5,2020-08-06,2020-08-06,"user_1","user_1"
1969,"A","A","A","A-A-A-1969",6,2021-02-02,2021-02-02,"user_1","user_1"
1970,"A","B","B","A-B-A-1970",5,2020-08-06,2020-08-06,"user_1","user_1"
1971,"A","C","C","A-C-A-1971",3,2019-08-12,2019-08-12,"user_1","user_1"
1972,"A","D","D","A-D-A-1972",3,2019-08-12,2019-08-12,"user_1","user_1"
1973,"A","E","E","A-E-A-1973",4,2020-02-08,2020-02-08,"user_1","user_1"
1974,"A","F","F","A-F-A-1974",5,2020-08-06,2020-08-06,"user_1","user_1"
1975,"A","A","G","A-A-A-1975",6,2021-02-02,2021-02-02,"user_1","user_1"
1976,"A","B","H","A-B-A-1976",5,2020-08-06,2020-08-06,"user_1","user_1"
1977,"A","C","I","A-C-A-1977",3,2019-08-12,2019-08-12,"user_1","user_1"
1978,"A","D","J","A-D-A-1978",3,2019-08-12,2019-08-12,"user_1","user_1"
1979,"A","E","K","A-E-A-1979",4,2020-02-08,2020-02-08,"user_1","user_1"
1980,"A","F","L","A-F-A-1980",5,2020-08-06,2020-08-06,"user_1","user_1"
1981,"A","A","A","A-A-A-1981",6,2021-02-02,2021-02-02,"user_1","user_1"
1982,"A","B","B","A-B-A-1982",5,2020-08-06,2020-08-06,"user_1","user_1"
1983,"A","C","C","A-C-A-1983",3,2019-08-12,2019-08-12,"user_1","user_1"
1984,"A","D","D","A-D-A-1984",3,2019-08-12,2019-08-12,"user_1","user_1"
1985,"A","E","E","A-E-A-1985",4,2020-02-08,2020-02-08,"user_1","user_1"
1986,"A","F","F","A-F-A-1986",5,2020-08-06,2020-08-06,"user_1","user_1"
1987,"A","A","G","A-A-A-1987",6,2021-02-02,2021-02-02,"user_1","user_1"
1988,"A","B","H","A-B-A-1988",5,2020-08-06,2020-08-06,"user_1","user_1"
1989,"A","C","I","A-C-A-1989",3,2019-08-12,2019-08-12,"user_1","user_1"
1990,"A","D","J","A-D-A-1990",3,2019-08-12,2019-08-12,"user_1","user_1"
1991,"A","E","K","A-E-A-1991",4,2020-02-08,2020-02-08,"user_1","user_1"
1992,"A","F","L","A-F-A-1992",5,2020-08-06,2020-08-06,"user_1","user_1"
1993,"A","A","A","A-A-A-1993",6,2021-02-02,2021-02-02,"user_1","user_1"
1994,"A","B","B","A-B-A-1994",5,2020-08-06,2020-08-06,"user_1","user_1"
1995,"A","C","C","A-C-A-1995",3,2019-08-12,2019-08-12,"user_1","user_1"
1996,"A","D","D","A-D-A-1996",3,2019-08-12,2019-08-12,"user_1","user_1"
1997,"A","E","E","A-E-A-1997",4,2020-02-08,2020-02-08,"user_1","user_1"
1998,"A","F","F","A-F-A-1998",5,2020-08-06,2020-08-06,"user_1","user_1"
1999,"A","A","G","A-A-A-1999",6,2021-02-02,2021-02-02,"user_1","user_1"
2000,"A","B","H","A-B-A-2000",5,2020-08-06,2020-08-06,"user_1","user_1"
2001,"A","C","I","A-C-A-2001",3,2019-08-12,2019-08-12,"user_1","user_1"
2002,"A","D","J","A-D-A-2002",3,2019-08-12,2019-08-12,"user_1","user_1"
2003,"A","E","K","A-E-A-2003",4,2020-02-08,2020-02-08,"user_1","user_1"
2004,"A","F","L","A-F-A-2004",5,2020-08-06,2020-08-06,"user_1","user_1"
2005,"A","A","A","A-A-A-2005",6,2021-02-02,2021-02-02,"user_1","user_1"
2006,"A","B","B","A-B-A-2006",5,2020-08-06,2020-08-06,"user_1","user_1"
2007,"A","C","C","A-C-A-2007",3,2019-08-12,2019-08-12,"user_1","user_1"
2008,"A","D","D","A-D-A-2008",3,2019-08-12,2019-08-12,"user_1","user_1"
2009,"A","E","E","A-E-A-2009",4,2020-02-08,2020-02-08,"user_1","user_1"
2010,"A","F","F","A-F-A-2010",5,2020-08-06,2020-08-06,"user_1","user_1"
2011,"A","A","G","A-A-A-2011",6,2021-02-02,2021-02-02,"user_1","user_1"
2012,"A","B","H","A-B-A-2012",5,2020-08-06,2020-08-06,"user_1","user_1"
2013,"A","C","I","A-C-A-2013",3,2019-08-12,2019-08-12,"user_1","user_1"
2014,"A","D","J","A-D-A-2014",3,2019-08-12,2019-08-12,"user_1","user_1"
2015,"A","E","K","A-E-A-2015",4,2020-02-08,2020-02-08,"user_1","user_1"
2016,"A","F","L","A-F-A-2016",5,2020-08-06,2020-08-06,"user_1","user_1"
2017,"A","A","A","A-A-A-2017",6,2021-02-02,2021-02-02,"user_1","user_1"
2018,"A","B","B","A-B-A-2018",5,2020-08-06,2020-08-06,"user_1","user_1"
2019,"A","C","C","A-C-A-2019",3,2019-08-12,2019-08-12,"user_1","user_1"
2020,"A","D","D","A-D-A-2020",3,2019-08-12,2019-08-12,"user_1","user_1"
2021,"A","E","E","A-E-A-2021",4,2020-02-08,2020-02-08,"user_1","user_1"
2022,"A","F","F","A-F-A-2022",5,2020-08-06,2020-08-06,"user_1","user_1"
2023,"A","A","G","A-A-A-2023",6,2021-02-02,2021-02-02,"user_1","user_1"
2024,"A","B","H","A-B-A-2024",5,2020-08-06,2020-08-06,"user_1","user_1"
2025,"A","C","I","A-C-A-2025",3,2019-08-12,2019-08-12,"user_1","user_1"
2026,"A","D","J","A-D-A-2026",3,2019-08-12,2019-08-12,"user_1","user_1"
2027,"A","E","K","A-E-A-2027",4,2020-02-08,2020-02-08,"user_1","user_1"
2028,"A","F","L","A-F-A-2028",5,2020-08-06,2020-08-06,"user_1","user_1"
2029,"A","A","A","A-A-A-2029",6,2021-02-02,2021-02-02,"user_1","user_1"
2030,"A","B","B","A-B-A-2030",5,2020-08-06,2020-08-06,"user_1","user_1"
2031,"A","C","C","A-C-A-2031",3,2019-08-12,2019-08-12,"user_1","user_1"
2032,"A","D","D","A-D-A-2032",3,2019-08-12,2019-08-12,"user_1","user_1"
2033,"A","E","E","A-E-A-2033",4,2020-02-08,2020-02-08,"user_1","user_1"
2034,"A","F","F","A-F-A-2034",5,2020-08-06,2020-08-06,"user_1","user_1"
2035,"A","A","G","A-A-A-2035",6,2021-02-02,2021-02-02,"user_1","user_1"
2036,"A","B","H","A-B-A-2036",5,2020-08-06,2020-08-06,"user_1","user_1"
2037,"A","C","I","A-C-A-2037",3,2019-08-12,2019-08-12,"user_1","user_1"
2038,"A","D","J","A-D-A-2038",3,2019-08-12,2019-08-12,"user_1","user_1"
2039,"A","E","K","A-E-A-2039",4,2020-02-08,2020-02-08,"user_1","user_1"
2040,"A","F","L","A-F-A-2040",5,2020-08-06,2020-08-06,"user_1","user_1"
2041,"A","A","A","A-A-A-2041",6,2021-02-02,2021-02-02,"user_1","user_1"
2042,"A","B","B","A-B-A-2042",5,2020-08-06,2020-08-06,"user_1","user_1"
2043,"A","C","C","A-C-A-2043",3,2019-08-12,2019-08-12,"user_1","user_1"
2044,"A","D","D","A-D-A-2044",3,2019-08-12,2019-08-12,"user_1","user_1"
2045,"A","E","E","A-E-A-2045",4,2020-02-08,2020-02-08,"user_1","user_1"
2046,"A","F","F","A-F-A-2046",5,2020-08-06,2020-08-06,"user_1","user_1"
2047,"A","A","G","A-A-A-2047",6,2021-02-02,2021-02-02,"user_1","user_1"
2048,"A","B","H","A-B-A-2048",5,2020-08-06,2020-08-06,"user_1","user_1"
2049,"A","C","I","A-C-A-2049",3,2019-08-12,2019-08-12,"user_1","user_1"
2050,"A","D","J","A-D-A-2050",3,2019-08-12,2019-08-12,"user_1","user_1"
2051,"A","E","K","A-E-A-2051",4,2020-02-08,2020-02-08,"user_1","user_1"
2052,"A","F","L","A-F-A-2052",5,2020-08-06,2020-08-06,"user_1","user_1"
2053,"A","A","A","A-A-A-2053",6,2021-02-02,2021-02-02,"user_1","user_1"
2054,"A","B","B","A-B-A-2054",5,2020-08-06,2020-08-06,"user_1","user_1"
2055,"A","C","C","A-C-A-2055",3,2019-08-12,2019-08-12,"user_1","user_1"
2056,"A","D","D","A-D-A-2056",3,2019-08-12,2019-08-12,"user_1","user_1"
2057,"A","E","E","A-E-A-2057",4,2020-02-08,2020-02-08,"user_1","user_1"
2058,"A","F","F","A-F-A-2058",5,2020-08-06,2020-08-06,"user_1","user_1"
2059,"A","A","G","A-A-A-2059",6,2021-02-02,2021-02-02,"user_1","user_1"
2060,"A","B","H","A-B-A-2060",5,2020-08-06,2020-08-06,"user_1","user_1"
2061,"A","C","I","A-C-A-2061",3,2019-08-12,2019-08-12,"user_1","user_1"
2062,"A","D","J","A-D-A-2062",3,2019-08-12,2019-08-12,"user_1","user_1"
2063,"A","E","K","A-E-A-2063",4,2020-02-08,2020-02-08,"user_1","user_1"
2064,"A","F","L","A-F-A-2064",5,2020-08-06,2020-08-06,"user_1","user_1"
2065,"A","A","A","A-A-A-2065",6,2021-02-02,2021-02-02,"user_1","user_1"
2066,"A","B","B","A-B-A-2066",5,2020-08-06,2020-08-06,"user_1","user_1"
2067,"A","C","C","A-C-A-2067",3,2019-08-12,2019-08-12,"user_1","user_1"
2068,"A","D","D","A-D-A-2068",3,2019-08-12,2019-08-12,"user_1","user_1"
2069,"A","E","E","A-E-A-2069",4,2020-02-08,2020-02-08,"user_1","user_1"
2070,"A","F","F","A-F-A-2070",5,2020-08-06,2020-08-06,"user_1","user_1"
2071,"A","A","G","A-A-A-2071",6,2021-02-02,2021-02-02,"user_1","user_1"
2072,"A","B","H","A-B-A-2072",5,2020-08-06,2020-08-06,"user_1","user_1"
2073,"A","C","I","A-C-A-2073",3,2019-08-12,2019-08-12,"user_1","user_1"
2074,"A","D","J","A-D-A-2074",3,2019-08-12,2019-08-12,"user_1","user_1"
2075,"A","E","K","A-E-A-2075",4,2020-02-08,2020-02-08,"user_1","user_1"
2076,"A","F","L","A-F-A-2076",5,2020-08-06,2020-08-06,"user_1","user_1"
2077,"A","A","A","A-A-A-2077",6,2021-02-02,2021-02-02,"user_1","user_1"
2078,"A","B","B","A-B-A-2078",5,2020-08-06,2020-08-06,"user_1","user_1"
2079,"A","C","C","A-C-A-2079",3,2019-08-12,2019-08-12,"user_1","user_1"
2080,"A","D","D","A-D-A-2080",3,2019-08-12,2019-08-12,"user_1","user_1"
2081,"A","E","E","A-E-A-2081",4,2020-02-08,2020-02-08,"user_1","user_1"
2082,"A","F","F","A-F-A-2082",5,2020-08-06,2020-08-06,"user_1","user_1"
2083,"A","A","G","A-A-A-2083",6,2021-02-02,2021-02-02,"user_1","user_1"
2084,"A","B","H","A-B-A-2084",5,2020-08-06,2020-08-06,"user_1","user_1"
2085,"A","C","I","A-C-A-2085",3,2019-08-12,2019-08-12,"user_1","user_1"
2086,"A","D","J","A-D-A-2086",3,2019-08-12,2019-08-12,"user_1","user_1"
2087,"A","E","K","A-E-A-2087",4,2020-02-08,2020-02-08,"user_1","user_1"
2088,"A","F","L","A-F-A-2088",5,2020-08-06,2020-08-06,"user_1","user_1"
2089,"A","A","A","A-A-A-2089",6,2021-02-02,2021-02-02,"user_1","user_1"
2090,"A","B","B","A-B-A-2090",5,2020-08-06,2020-08-06,"user_1","user_1"
2091,"A","C","C","A-C-A-2091",3,2019-08-12,2019-08-12,"user_1","user_1"
2092,"A","D","D","A-D-A-2092",3,2019-08-12,2019-08-12,"user_1","user_1"
2093,"A","E","E","A-E-A-2093",4,2020-02-08,2020-02-08,"user_1","user_1"
2094,"A","F","F","A-F-A-2094",5,2020-08-06,2020-08-06,"user_1","user_1"
2095,"A","A","G","A-A-A-2095",6,2021-02-02,2021-02-02,"user_1","user_1"
2096,"A","B","H","A-B-A-2096",5,2020-08-06,2020-08-06,"user_1","user_1"
2097,"A","C","I","A-C-A-2097",3,2019-08-12,2019-08-12,"user_1","user_1"
2098,"A","D","J","A-D-A-2098",3,2019-08-12,2019-08-12,"user_1","user_1"
2099,"A","E","K","A-E-A-2099",4,2020-02-08,2020-02-08,"user_1","user_1"
2100,"A","F","L","A-F-A-2100",5,2020-08-06,2020-08-06,"user_1","user_1"
2101,"A","A","A","A-A-A-2101",6,2021-02-02,2021-02-02,"user_1","user_1"
2102,"A","B","B","A-B-A-2102",5,2020-08-06,2020-08-06,"user_1","user_1"
2103,"A","C","C","A-C-A-2103",3,2019-08-12,2019-08-12,"user_1","user_1"
2104,"A","D","D","A-D-A-2104",3,2019-08-12,2019-08-12,"user_1","user_1"
2105,"A","E","E","A-E-A-2105",4,2020-02-08,2020-02-08,"user_1","user_1"
2106,"A","F","F","A-F-A-2106",5,2020-08-06,2020-08-06,"user_1","user_1"
2107,"A","A","G","A-A-A-2107",6,2021-02-02,2021-02-02,"user_1","user_1"
2108,"A","B","H","A-B-A-2108",5,2020-08-06,2020-08-06,"user_1","user_1"
2109,"A","C","I","A-C-A-2109",3,2019-08-12,2019-08-12,"user_1","user_1"
2110,"A","D","J","A-D-A-2110",3,2019-08-12,2019-08-12,"user_1","user_1"
2111,"A","E","K","A-E-A-2111",4,2020-02-08,2020-02-08,"user_1","user_1"
2112,"A","F","L","A-F-A-2112",5,2020-08-06,2020-08-06,"user_1","user_1"
2113,"A","A","A","A-A-A-2113",6,2021-02-02,2021-02-02,"user_1","user_1"
2114,"A","B","B","A-B-A-2114",5,2020-08-06,2020-08-06,"user_1","user_1"
2115,"A","C","C","A-C-A-2115",3,2019-08-12,2019-08-12,"user_1","user_1"
2116,"A","D","D","A-D-A-2116",3,2019-08-12,2019-08-12,"user_1","user_1"
2117,"A","E","E","A-E-A-2117",4,2020-02-08,2020-02-08,"user_1","user_1"
2118,"A","F","F","A-F-A-2118",5,2020-08-06,2020-08-06,"user_1","user_1"
2119,"A","A","G","A-A-A-2119",6,2021-02-02,2021-02-02,"user_1","user_1"
2120,"A","B","H","A-B-A-2120",5,2020-08-06,2020-08-06,"user_1","user_1"
2121,"A","C","I","A-C-A-2121",3,2019-08-12,2019-08-12,"user_1","user_1"
2122,"A","D","J","A-D-A-2122",3,2019-08-12,2019-08-12,"user_1","user_1"
2123,"A","E","K","A-E-A-2123",4,2020-02-08,2020-02-08,"user_1","user_1"
2124,"A","F","L","A-F-A-2124",5,2020-08-06,2020-08-06,"user_1","user_1"
2125,"A","A","A","A-A-A-2125",6,2021-02-02,2021-02-02,"user_1","user_1"
2126,"A","B","B","A-B-A-2126",5,2020-08-06,2020-08-06,"user_1","user_1"
2127,"A","C","C","A-C-A-2127",3,2019-08-12,2019-08-12,"user_1","user_1"
2128,"A","D","D","A-D-A-2128",3,2019-08-12,2019-08-12,"user_1","user_1"
2129,"A","E","E","A-E-A-2129",4,2020-02-08,2020-02-08,"user_1","user_1"
2130,"A","F","F","A-F-A-2130",5,2020-08-06,2020-08-06,"user_1","user_1"
2131,"A","A","G","A-A-A-2131",6,2021-02-02,2021-02-02,"user_1","user_1"
2132,"A","B","H","A-B-A-2132",5,2020-08-06,2020-08-06,"user_1","user_1"
2133,"A","C","I","A-C-A-2133",3,2019-08-12,2019-08-12,"user_1","user_1"
2134,"A","D","J","A-D-A-2134",3,2019-08-12,2019-08-12,"user_1","user_1"
2135,"A","E","K","A-E-A-2135",4,2020-02-08,2020-02-08,"user_1","user_1"
2136,"A","F","L","A-F-A-2136",5,2020-08-06,2020-08-06,"user_1","user_1"
2137,"A","A","A","A-A-A-2137",6,2021-02-02,2021-02-02,"user_1","user_1"
2138,"A","B","B","A-B-A-2138",5,2020-08-06,2020-08-06,"user_1","user_1"
2139,"A","C","C","A-C-A-2139",3,2019-08-12,2019-08-12,"user_1","user_1"
2140,"A","D","D","A-D-A-2140",3,2019-08-12,2019-08-12,"user_1","user_1"
2141,"A","E","E","A-E-A-2141",4,2020-02-08,2020-02-08,"user_1","user_1"
2142,"A","F","F","A-F-A-2142",5,2020-08-06,2020-08-06,"user_1","user_1"
2143,"A","A","G","A-A-A-2143",6,2021-02-02,2021-02-02,"user_1","user_1"
2144,"A","B","H","A-B-A-2144",5,2020-08-06,2020-08-06,"user_1","user_1"
2145,"A","C","I","A-C-A-2145",3,2019-08-12,2019-08-12,"user_1","user_1"
2146,"A","D","J","A-D-A-2146",3,2019-08-12,2019-08-12,"user_1","user_1"
2147,"A","E","K","A-E-A-2147",4,2020-02-08,2020-02-08,"user_1","user_1"
2148,"A","F","L","A-F-A-2148",5,2020-08-06,2020-08-06,"user_1","user_1"
2149,"A","A","A","A-A-A-2149",6,2021-02-02,2021-02-02,"user_1","user_1"
2150,"A","B","B","A-B-A-2150",5,2020-08-06,2020-08-06,"user_1","user_1"
2151,"A","C","C","A-C-A-2151",3,2019-08-12,2019-08-12,"user_1","user_1"
2152,"A","D","D","A-D-A-2152",3,2019-08-12,2019-08-12,"user_1","user_1"
2153,"A","E","E","A-E-A-2153",4,2020-02-08,2020-02-08,"user_1","user_1"
2154,"A","F","F","A-F-A-2154",5,2020-08-06,2020-08-06,"user_1","user_1"
2155,"A","A","G","A-A-A-2155",6,2021-02-02,2021-02-02,"user_1","user_1"
2156,"A","B","H","A-B-A-2156",5,2020-08-06,2020-08-06,"user_1","user_1"
2157,"A","C","I","A-C-A-2157",3,2019-08-12,2019-08-12,"user_1","user_1"
2158,"A","D","J","A-D-A-2158",3,2019-08-12,2019-08-12,"user_1","user_1"
2159,"A","E","K","A-E-A-2159",4,2020-02-08,2020-02-08,"user_1","user_1"
2160,"A","F","L","A-F-A-2160",5,2020-08-06,2020-08-06,"user_1","user_1"
2161,"A","A","A","A-A-A-2161",6,2021-02-02,2021-02-02,"user_1","user_1"
2162,"A","B","B","A-B-A-2162",5,2020-08-06,2020-08-06,"user_1","user_1"
2163,"A","C","C","A-C-A-2163",3,2019-08-12,2019-08-12,"user_1","user_1"
2164,"A","D","D","A-D-A-2164",3,2019-08-12,2019-08-12,"user_1","user_1"
2165,"A","E","E","A-E-A-2165",4,2020-02-08,2020-02-08,"user_1","user_1"
2166,"A","F","F","A-F-A-2166",5,2020-08-06,2020-08-06,"user_1","user_1"
2167,"A","A","G","A-A-A-2167",6,2021-02-02,2021-02-02,"user_1","user_1"
2168,"A","B","H","A-B-A-2168",5,2020-08-06,2020-08-06,"user_1","user_1"
2169,"A","C","I","A-C-A-2169",3,2019-08-12,2019-08-12,"user_1","user_1"
2170,"A","D","J","A-D-A-2170",3,2019-08-12,2019-08-12,"user_1","user_1"
2171,"A","E","K","A-E-A-2171",4,2020-02-08,2020-02-08,"user_1","user_1"
2172,"A","F","L","A-F-A-2172",5,2020-08-06,2020-08-06,"user_1","user_1"
2173,"A","A","A","A-A-A-2173",6,2021-02-02,2021-02-02,"user_1","user_1"
2174,"A","B","B","A-B-A-2174",5,2020-08-06,2020-08-06,"user_1","user_1"
2175,"A","C","C","A-C-A-2175",3,2019-08-12,2019-08-12,"user_1","user_1"
2176,"A","D","D","A-D-A-2176",3,2019-08-12,2019-08-12,"user_1","user_1"
2177,"A","E","E","A-E-A-2177",4,2020-02-08,2020-02-08,"user_1","user_1"
2178,"A","F","F","A-F-A-2178",5,2020-08-06,2020-08-06,"user_1","user_1"
2179,"A","A","G","A-A-A-2179",6,2021-02-02,2021-02-02,"user_1","user_1"
2180,"A","B","H","A-B-A-2180",5,2020-08-06,2020-08-06,"user_1","user_1"
2181,"A","C","I","A-C-A-2181",3,2019-08-12,2019-08-12,"user_1","user_1"
2182,"A","D","J","A-D-A-2182",3,2019-08-12,2019-08-12,"user_1","user_1"
2183,"A","E","K","A-E-A-2183",4,2020-02-08,2020-02-08,"user_1","user_1"
2184,"A","F","L","A-F-A-2184",5,2020-08-06,2020-08-06,"user_1","user_1"
2185,"A","A","A","A-A-A-2185",6,2021-02-02,2021-02-02,"user_1","user_1"
2186,"A","B","B","A-B-A-2186",5,2020-08-06,2020-08-06,"user_1","user_1"
2187,"A","C","C","A-C-A-2187",3,2019-08-12,2019-08-12,"user_1","user_1"
2188,"A","D","D","A-D-A-2188",3,2019-08-12,2019-08-12,"user_1","user_1"
2189,"A","E","E","A-E-A-2189",4,2020-02-08,2020-02-08,"user_1","user_1"
2190,"A","F","F","A-F-A-2190",5,2020-08-06,2020-08-06,"user_1","user_1"
2191,"A","A","G","A-A-A-2191",6,2021-02-02,2021-02-02,"user_1","user_1"
2192,"A","B","H","A-B-A-2192",5,2020-08-06,2020-08-06,"user_1","user_1"
2193,"A","C","I","A-C-A-2193",3,2019-08-12,2019-08-12,"user_1","user_1"
2194,"A","D","J","A-D-A-2194",3,2019-08-12,2019-08-12,"user_1","user_1"
2195,"A","E","K","A-E-A-2195",4,2020-02-08,2020-02-08,"user_1","user_1"
2196,"A","F","L","A-F-A-2196",5,2020-08-06,2020-08-06,"user_1","user_1"
2197,"A","A","A","A-A-A-2197",6,2021-02-02,2021-02-02,"user_1","user_1"
2198,"A","B","B","A-B-A-2198",5,2020-08-06,2020-08-06,"user_1","user_1"
2199,"A","C","C","A-C-A-2199",3,2019-08-12,2019-08-12,"user_1","user_1"
2200,"A","D","D","A-D-A-2200",3,2019-08-12,2019-08-12,"user_1","user_1"
2201,"A","E","E","A-E-A-2201",4,2020-02-08,2020-02-08,"user_1","user_1"
2202,"A","F","F","A-F-A-2202",5,2020-08-06,2020-08-06,"user_1","user_1"
2203,"A","A","G","A-A-A-2203",6,2021-02-02,2021-02-02,"user_1","user_1"
2204,"A","B","H","A-B-A-2204",5,2020-08-06,2020-08-06,"user_1","user_1"
2205,"A","C","I","A-C-A-2205",3,2019-08-12,2019-08-12,"user_1","user_1"
2206,"A","D","J","A-D-A-2206",3,2019-08-12,2019-08-12,"user_1","user_1"
2207,"A","E","K","A-E-A-2207",4,2020-02-08,2020-02-08,"user_1","user_1"
2208,"A","F","L","A-F-A-2208",5,2020-08-06,2020-08-06,"user_1","user_1"
2209,"A","A","A","A-A-A-2209",6,2021-02-02,2021-02-02,"user_1","user_1"
2210,"A","B","B","A-B-A-2210",5,2020-08-06,2020-08-06,"user_1","user_1"
2211,"A","C","C","A-C-A-2211",3,2019-08-12,2019-08-12,"user_1","user_1"
2212,"A","D","D","A-D-A-2212",3,2019-08-12,2019-08-12,"user_1","user_1"
2213,"A","E","E","A-E-A-2213",4,2020-02-08,2020-02-08,"user_1","user_1"
2214,"A","F","F","A-F-A-2214",5,2020-08-06,2020-08-06,"user_1","user_1"
2215,"A","A","G","A-A-A-2215",6,2021-02-02,2021-02-02,"user_1","user_1"
2216,"A","B","H","A-B-A-2216",5,2020-08-06,2020-08-06,"user_1","user_1"
2217,"A","C","I","A-C-A-2217",3,2019-08-12,2019-08-12,"user_1","user_1"
2218,"A","D","J","A-D-A-2218",3,2019-08-12,2019-08-12,"user_1","user_1"
2219,"A","E","K","A-E-A-2219",4,2020-02-08,2020-02-08,"user_1","user_1"
2220,"A","F","L","A-F-A-2220",5,2020-08-06,2020-08-06,"user_1","user_1"
2221,"A","A","A","A-A-A-2221",6,2021-02-02,2021-02-02,"user_1","user_1"
2222,"A","B","B","A-B-A-2222",5,2020-08-06,2020-08-06,"user_1","user_1"
2223,"A","C","C","A-C-A-2223",3,2019-08-12,2019-08-12,"user_1","user_1"
2224,"A","D","D","A-D-A-2224",3,2019-08-12,2019-08-12,"user_1","user_1"
2225,"A","E","E","A-E-A-2225",4,2020-02-08,2020-02-08,"user_1","user_1"
2226,"A","F","F","A-F-A-2226",5,2020-08-06,2020-08-06,"user_1","user_1"
2227,"A","A","G","A-A-A-2227",6,2021-02-02,2021-02-02,"user_1","user_1"
2228,"A","B","H","A-B-A-2228",5,2020-08-06,2020-08-06,"user_1","user_1"
2229,"A","C","I","A-C-A-2229",3,2019-08-12,2019-08-12,"user_1","user_1"
2230,"A","D","J","A-D-A-2230",3,2019-08-12,2019-08-12,"user_1","user_1"
2231,"A","E","K","A-E-A-2231",4,2020-02-08,2020-02-08,"user_1","user_1"
2232,"A","F","L","A-F-A-2232",5,2020-08-06,2020-08-06,"user_1","user_1"
2233,"A","A","A","A-A-A-2233",6,2021-02-02,2021-02-02,"user_1","user_1"
2234,"A","B","B","A-B-A-2234",5,2020-08-06,2020-08-06,"user_1","user_1"
2235,"A","C","C","A-C-A-2235",3,2019-08-12,2019-08-12,"user_1","user_1"
2236,"A","D","D","A-D-A-2236",3,2019-08-12,2019-08-12,"user_1","user_1"
2237,"A","E","E","A-E-A-2237",4,2020-02-08,2020-02-08,"user_1","user_1"
2238,"A","F","F","A-F-A-2238",5,2020-08-06,2020-08-06,"user_1","user_1"
2239,"A","A","G","A-A-A-2239",6,2021-02-02,2021-02-02,"user_1","user_1"
2240,"A","B","H","A-B-A-2240",5,2020-08-06,2020-08-06,"user_1","user_1"
2241,"A","C","I","A-C-A-2241",3,2019-08-12,2019-08-12,"user_1","user_1"
2242,"A","D","J","A-D-A-2242",3,2019-08-12,2019-08-12,"user_1","user_1"
2243,"A","E","K","A-E-A-2243",4,2020-02-08,2020-02-08,"user_1","user_1"
2244,"A","F","L","A-F-A-2244",5,2020-08-06,2020-08-06,"user_1","user_1"
2245,"A","A","A","A-A-A-2245",6,2021-02-02,2021-02-02,"user_1","user_1"
2246,"A","B","B","A-B-A-2246",5,2020-08-06,2020-08-06,"user_1","user_1"
2247,"A","C","C","A-C-A-2247",3,2019-08-12,2019-08-12,"user_1","user_1"
2248,"A","D","D","A-D-A-2248",3,2019-08-12,2019-08-12,"user_1","user_1"
2249,"A","E","E","A-E-A-2249",4,2020-02-08,2020-02-08,"user_1","user_1"
2250,"A","F","F","A-F-A-2250",5,2020-08-06,2020-08-06,"user_1","user_1"
2251,"A","A","G","A-A-A-2251",6,2021-02-02,2021-02-02,"user_1","user_1"
2252,"A","B","H","A-B-A-2252",5,2020-08-06,2020-08-06,"user_1","user_1"
2253,"A","C","I","A-C-A-2253",3,2019-08-12,2019-08-12,"user_1","user_1"
2254,"A","D","J","A-D-A-2254",3,2019-08-12,2019-08-12,"user_1","user_1"
2255,"A","E","K","A-E-A-2255",4,2020-02-08,2020-02-08,"user_1","user_1"
2256,"A","F","L","A-F-A-2256",5,2020-08-06,2020-08-06,"user_1","user_1"
2257,"A","A","A","A-A-A-2257",6,2021-02-02,2021-02-02,"user_1","user_1"
2258,"A","B","B","A-B-A-2258",5,2020-08-06,2020-08-06,"user_1","user_1"
2259,"A","C","C","A-C-A-2259",3,2019-08-12,2019-08-12,"user_1","user_1"
2260,"A","D","D","A-D-A-2260",3,2019-08-12,2019-08-12,"user_1","user_1"
2261,"A","E","E","A-E-A-2261",4,2020-02-08,2020-02-08,"user_1","user_1"
2262,"A","F","F","A-F-A-2262",5,2020-08-06,2020-08-06,"user_1","user_1"
2263,"A","A","G","A-A-A-2263",6,2021-02-02,2021-02-02,"user_1","user_1"
2264,"A","B","H","A-B-A-2264",5,2020-08-06,2020-08-06,"user_1","user_1"
2265,"A","C","I","A-C-A-2265",3,2019-08-12,2019-08-12,"user_1","user_1"
2266,"A","D","J","A-D-A-2266",3,2019-08-12,2019-08-12,"user_1","user_1"
2267,"A","E","K","A-E-A-2267",4,2020-02-08,2020-02-08,"user_1","user_1"
2268,"A","F","L","A-F-A-2268",5,2020-08-06,2020-08-06,"user_1","user_1"
2269,"A","A","A","A-A-A-2269",6,2021-02-02,2021-02-02,"user_1","user_1"
